Enc,Nombre,Pregunta,Rta1,Rta2,Fecha
Rosario202101,Nombre537 Apellido537,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 12:50:41
Rosario202101,Nombre538 Apellido538,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 12:51:50
Rosario202101,Nombre553 Apellido553,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 12:55:37
Rosario202101,Nombre567 Apellido567,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 12:59:36
Rosario202101,Nombre599 Apellido599,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:09:31
Rosario202101,Nombre620 Apellido620,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:17:43
Rosario202101,Nombre621 Apellido621,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:17:44
Rosario202101,Nombre631 Apellido631,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:20:31
Rosario202101,Nombre661 Apellido661,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:28:40
Rosario202101,Nombre681 Apellido681,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:31:44
Rosario202101,Nombre687 Apellido687,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:32:58
Rosario202101,Nombre787 Apellido787,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:47:35
Rosario202101,Nombre844 Apellido844,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:55:37
Rosario202101,Nombre877 Apellido877,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 13:59:31
Rosario202101,Nombre915 Apellido915,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:05:30
Rosario202101,Nombre925 Apellido925,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:06:37
Rosario202101,Nombre934 Apellido934,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:08:33
Rosario202101,Nombre938 Apellido938,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:08:36
Rosario202101,Nombre983 Apellido983,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:15:39
Rosario202101,Nombre1042 Apellido1042,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:22:42
Rosario202101,Nombre1085 Apellido1085,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:28:40
Rosario202101,Nombre1097 Apellido1097,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 14:30:41
Rosario202101,Nombre1105 Apellido1105,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 14:33:08
Rosario202101,Nombre1124 Apellido1124,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:34:35
Rosario202101,Nombre1126 Apellido1126,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:35:43
Rosario202101,Nombre1138 Apellido1138,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:37:42
Rosario202101,Nombre1164 Apellido1164,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:41:34
Rosario202101,Nombre1162 Apellido1162,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:42:13
Rosario202101,Nombre1171 Apellido1171,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:44:40
Rosario202101,Nombre1203 Apellido1203,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:51:37
Rosario202101,Nombre1204 Apellido1204,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 14:51:47
Rosario202101,Nombre1240 Apellido1240,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 14:58:57
Rosario202101,Nombre1296 Apellido1296,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:06:00
Rosario202101,Nombre1319 Apellido1319,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:09:47
Rosario202101,Nombre1336 Apellido1336,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:11:34
Rosario202101,Nombre1332 Apellido1332,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:11:34
Rosario202101,Nombre1340 Apellido1340,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:12:36
Rosario202101,Nombre1361 Apellido1361,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:16:38
Rosario202101,Nombre1424 Apellido1424,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:26:36
Rosario202101,Nombre1449 Apellido1449,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:32:49
Rosario202101,Nombre1474 Apellido1474,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:39:02
Rosario202101,Nombre1500 Apellido1500,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:45:35
Rosario202101,Nombre1515 Apellido1515,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:47:40
Rosario202101,Nombre1521 Apellido1521,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:48:36
Rosario202101,Nombre1522 Apellido1522,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 15:49:38
Rosario202101,Nombre1531 Apellido1531,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:50:31
Rosario202101,Nombre1536 Apellido1536,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 15:51:35
Rosario202101,Nombre1574 Apellido1574,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:00:34
Rosario202101,Nombre1651 Apellido1651,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 16:25:34
Rosario202101,Nombre1658 Apellido1658,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 16:26:34
Rosario202101,Nombre1671 Apellido1671,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:30:54
Rosario202101,Nombre1689 Apellido1689,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:36:39
Rosario202101,Nombre1712 Apellido1712,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:41:38
Rosario202101,Nombre1749 Apellido1749,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:54:37
Rosario202101,Nombre1753 Apellido1753,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 16:55:31
Rosario202101,Nombre1837 Apellido1837,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:18:40
Rosario202101,Nombre1851 Apellido1851,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:22:33
Rosario202101,Nombre1857 Apellido1857,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 17:24:51
Rosario202101,Nombre1866 Apellido1866,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:26:43
Rosario202101,Nombre1888 Apellido1888,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:32:44
Rosario202101,Nombre1900 Apellido1900,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 17:38:45
Rosario202101,Nombre1953 Apellido1953,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:50:33
Rosario202101,Nombre1957 Apellido1957,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 17:51:32
Rosario202101,Nombre1958 Apellido1958,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:51:38
Rosario202101,Nombre1970 Apellido1970,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:53:40
Rosario202101,Nombre1978 Apellido1978,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:55:43
Rosario202101,Nombre1997 Apellido1997,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 17:58:46
Rosario202101,Nombre2019 Apellido2019,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:01:39
Rosario202101,Nombre2055 Apellido2055,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 18:06:38
Rosario202101,Nombre2059 Apellido2059,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 18:07:45
Rosario202101,Nombre2070 Apellido2070,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:08:34
Rosario202101,Nombre2074 Apellido2074,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:09:38
Rosario202101,Nombre2092 Apellido2092,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:12:40
Rosario202101,Nombre2114 Apellido2114,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:16:36
Rosario202101,Nombre2113 Apellido2113,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:16:56
Rosario202101,Nombre2146 Apellido2146,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 18:20:38
Rosario202101,Nombre2149 Apellido2149,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 18:21:45
Rosario202101,Nombre2151 Apellido2151,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:21:53
Rosario202101,Nombre2246 Apellido2246,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:35:34
Rosario202101,Nombre2267 Apellido2267,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:38:39
Rosario202101,Nombre2294 Apellido2294,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:42:41
Rosario202101,Nombre2307 Apellido2307,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:44:34
Rosario202101,Nombre2313 Apellido2313,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:46:12
Rosario202101,Nombre2342 Apellido2342,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:50:55
Rosario202101,Nombre2352 Apellido2352,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:52:40
Rosario202101,Nombre2362 Apellido2362,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:53:45
Rosario202101,Nombre2383 Apellido2383,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 18:57:38
Rosario202101,Nombre2400 Apellido2400,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:02:00
Rosario202101,Nombre2407 Apellido2407,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:02:36
Rosario202101,Nombre2459 Apellido2459,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:12:30
Rosario202101,Nombre2497 Apellido2497,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 19:19:42
Rosario202101,Nombre2499 Apellido2499,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:19:43
Rosario202101,Nombre2513 Apellido2513,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:22:41
Rosario202101,Nombre2566 Apellido2566,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 19:33:53
Rosario202101,Nombre2650 Apellido2650,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:46:43
Rosario202101,Nombre2672 Apellido2672,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-01 19:50:31
Rosario202101,Nombre2713 Apellido2713,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-01 20:00:30
Rosario202101,Nombre2741 Apellido2741,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:32:30
Rosario202101,Nombre2752 Apellido2752,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:33:32
Rosario202101,Nombre2821 Apellido2821,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:44:49
Rosario202101,Nombre2822 Apellido2822,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-02 11:44:49
Rosario202101,Nombre2833 Apellido2833,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:46:40
Rosario202101,Nombre2846 Apellido2846,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:48:35
Rosario202101,Nombre2855 Apellido2855,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:51:06
Rosario202101,Nombre2878 Apellido2878,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:53:44
Rosario202101,Nombre2900 Apellido2900,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 11:57:49
Rosario202101,Nombre2927 Apellido2927,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:01:35
Rosario202101,Nombre2928 Apellido2928,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:02:32
Rosario202101,Nombre2959 Apellido2959,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:08:58
Rosario202101,Nombre2974 Apellido2974,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:12:37
Rosario202101,Nombre2981 Apellido2981,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-02 12:15:32
Rosario202101,Nombre3058 Apellido3058,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:33:42
Rosario202101,Nombre3064 Apellido3064,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-02 12:34:53
Rosario202101,Nombre3088 Apellido3088,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:40:35
Rosario202101,Nombre2801 Apellido2801,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-02 12:41:53
Rosario202101,Nombre3113 Apellido3113,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:47:32
Rosario202101,Nombre3140 Apellido3140,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:51:38
Rosario202101,Nombre3167 Apellido3167,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:57:45
Rosario202101,Nombre3170 Apellido3170,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 12:58:38
Rosario202101,Nombre3192 Apellido3192,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:03:27
Rosario202101,Nombre3203 Apellido3203,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:05:44
Rosario202101,Nombre3208 Apellido3208,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:06:43
Rosario202101,Nombre3230 Apellido3230,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:12:42
Rosario202101,Nombre3254 Apellido3254,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:21:39
Rosario202101,Nombre3300 Apellido3300,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:30:49
Rosario202101,Nombre3347 Apellido3347,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:41:35
Rosario202101,Nombre3361 Apellido3361,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:45:38
Rosario202101,Nombre3372 Apellido3372,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:48:37
Rosario202101,Nombre3395 Apellido3395,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:52:41
Rosario202101,Nombre3399 Apellido3399,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:53:28
Rosario202101,Nombre3400 Apellido3400,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:53:43
Rosario202101,Nombre3427 Apellido3427,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 13:58:31
Rosario202101,Nombre3469 Apellido3469,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,2 para No,2,2021-02-02 14:07:30
Rosario202101,Nombre3496 Apellido3496,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:13:33
Rosario202101,Nombre3498 Apellido3498,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:13:38
Rosario202101,Nombre3500 Apellido3500,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:14:33
Rosario202101,Nombre3532 Apellido3532,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:26:38
Rosario202101,Nombre3539 Apellido3539,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:28:39
Rosario202101,Nombre3551 Apellido3551,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:31:34
Rosario202101,Nombre3554 Apellido3554,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:31:38
Rosario202101,Nombre3607 Apellido3607,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 14:47:30
Rosario202101,Nombre3686 Apellido3686,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:07:38
Rosario202101,Nombre3693 Apellido3693,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:08:47
Rosario202101,Nombre3704 Apellido3704,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:10:35
Rosario202101,Nombre3701 Apellido3701,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:10:45
Rosario202101,Nombre3782 Apellido3782,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:22:39
Rosario202101,Nombre3781 Apellido3781,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:22:44
Rosario202101,Nombre3853 Apellido3853,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:38:40
Rosario202101,Nombre3867 Apellido3867,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:40:45
Rosario202101,Nombre3881 Apellido3881,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:45:36
Rosario202101,Nombre3956 Apellido3956,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 15:57:59
Rosario202101,Nombre3964 Apellido3964,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:00:21
Rosario202101,Nombre3998 Apellido3998,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:05:40
Rosario202101,Nombre4077 Apellido4077,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:23:31
Rosario202101,Nombre4086 Apellido4086,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:24:51
Rosario202101,Nombre4137 Apellido4137,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:32:41
Rosario202101,Nombre4168 Apellido4168,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:36:50
Rosario202101,Nombre4197 Apellido4197,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:41:44
Rosario202101,Nombre4239 Apellido4239,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:47:43
Rosario202101,Nombre4259 Apellido4259,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:50:40
Rosario202101,Nombre4278 Apellido4278,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:53:47
Rosario202101,Nombre4289 Apellido4289,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 16:55:38
Rosario202101,Nombre4327 Apellido4327,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 17:01:09
Rosario202101,Nombre4339 Apellido4339,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 17:02:36
Rosario202101,Nombre4344 Apellido4344,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 17:03:53
Rosario202101,Nombre4384 Apellido4384,¿Vive en la Ciudad de Rosario?- 1 para Si- 2 para No.,1 para Si,1,2021-02-02 17:09:47
